Producto,Categoría del Producto,Precio,Costo de envío,Fecha de Compra,Vendedor,Lugar de Compra,Calificación,Método de pago,Cantidad de cuotas,lat,lon,Sucursal,Ingreso
Mochila,Deportes y diversión,104800.0,3800.0,2023-01-28,Maria Alfonso,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 3,101000.0
Sillón,Muebles,280900.0,15400.0,2022-01-20,Lucas Olivera,Bogotá,5,Tarjeta de crédito,8,4.60971,-74.08175,Tienda 3,265500.0
Asistente virtual,Electrónicos,194700.0,10900.0,2022-04-06,Santiago Silva,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 3,183800.0
Smartwatch,Electrónicos,195200.0,11600.0,2020-07-25,Camila Rivera,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 3,183600.0
Iphone 15,Electrónicos,2495700.0,131100.0,2022-11-02,Rafael Acosta,Bogotá,4,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 3,2364600.0
Sillón,Muebles,249000.0,19300.0,2023-03-22,Beatriz Morales,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 3,229700.0
Dinosaurio Rex,Juguetes,19500.0,3400.0,2020-03-28,Izabela de León,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 3,16100.0
Mesa de comedor,Muebles,368000.0,17800.0,2020-12-02,Maria Alfonso,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 3,350200.0
Juego de mesa,Juguetes,245000.0,13400.0,2022-11-20,Felipe Santos,Bucaramanga,5,Tarjeta de crédito,6,7.12539,-73.1198,Tienda 3,231600.0
Cama king,Muebles,606200.0,32700.0,2021-07-12,Juan Fernandez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,573500.0
Sillón,Muebles,288000.0,15700.0,2021-03-27,Camila Rivera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,272300.0
Dashboards con Power BI,Libros,33300.0,2000.0,2022-01-20,Ángel Rodriguez,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 3,31300.0
Vaso térmico,Deportes y diversión,62200.0,1500.0,2023-03-24,Juan Fernandez,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 3,60700.0
Auriculares con micrófono,Electrónicos,238400.0,10900.0,2022-12-24,Mariana Herrera,Medellín,1,Nequi,1,6.25184,-75.56359,Tienda 3,227500.0
Bicicleta,Deportes y diversión,476200.0,25600.0,2022-03-31,Juan Fernandez,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 3,450600.0
Batería,Instrumentos musicales,939500.0,58800.0,2020-07-24,Felipe Santos,Medellín,3,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 3,880700.0
Iniciando en programación,Libros,57500.0,3300.0,2020-04-21,Maria Alfonso,Medellín,5,Tarjeta de crédito,5,6.25184,-75.56359,Tienda 3,54200.0
Sofá reclinable,Muebles,621800.0,31300.0,2022-01-21,Juliana Costa,Medellín,5,Cupón,1,6.25184,-75.56359,Tienda 3,590500.0
Asistente virtual,Electrónicos,262600.0,12200.0,2021-02-17,Lucas Olivera,Cali,1,Tarjeta de crédito,8,3.43722,-76.5225,Tienda 3,250400.0
Secadora de ropa,Electrodomésticos,886700.0,52000.0,2020-04-10,Pedro Gomez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,834700.0
Carrito de control remoto,Juguetes,86000.0,2800.0,2020-12-19,Felipe Santos,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,83200.0
Set de ollas,Artículos para el hogar,190300.0,8300.0,2021-05-15,Maria Alfonso,Santa Marta,1,Tarjeta de crédito,1,11.24079,-74.19904,Tienda 3,182000.0
Bicicleta,Deportes y diversión,488400.0,24200.0,2020-08-30,Mariana Herrera,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 3,464200.0
Armario,Muebles,502200.0,27100.0,2020-09-05,Felipe Santos,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,475100.0
Asistente virtual,Electrónicos,179700.0,7800.0,2021-02-12,Maria Alfonso,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,171900.0
Celular ABXY,Electrónicos,1257800.0,67200.0,2021-11-11,Lucas Olivera,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 3,1190600.0
TV LED UHD 4K,Electrónicos,1922800.0,102600.0,2020-12-15,Maria Alfonso,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,1820200.0
Pandereta,Instrumentos musicales,68000.0,3800.0,2020-03-14,Juan Fernandez,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,64200.0
Microondas,Electrodomésticos,416100.0,22400.0,2021-01-30,Izabela de León,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,393700.0
Batería,Instrumentos musicales,408800.0,20000.0,2022-11-08,Juliana Costa,Santa Marta,2,Nequi,1,11.24079,-74.19904,Tienda 3,388800.0
Set de ollas,Artículos para el hogar,206800.0,9200.0,2022-07-08,Juliana Costa,Medellín,1,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 3,197600.0
Cama box,Muebles,626200.0,33700.0,2023-03-01,Mariana Herrera,Bogotá,1,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 3,592500.0
Asistente virtual,Electrónicos,294900.0,13900.0,2023-03-27,Lucas Olivera,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 3,281000.0
Celular ABXY,Electrónicos,970700.0,51900.0,2020-07-21,Blanca Ramirez,Cali,5,Tarjeta de crédito,2,3.43722,-76.5225,Tienda 3,918800.0
Impresora,Electrónicos,240800.0,11000.0,2021-10-30,Juan Fernandez,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 3,229800.0
Asistente virtual,Electrónicos,171300.0,9500.0,2021-02-27,Pedro Gomez,Pereira,5,Nequi,1,4.81333,-75.69611,Tienda 3,161800.0
Impresora,Electrónicos,241500.0,11000.0,2021-01-01,Juan Fernandez,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,230500.0
Carrito de control remoto,Juguetes,58900.0,3300.0,2021-08-16,Juliana Costa,Bogotá,4,Tarjeta de crédito,7,4.60971,-74.08175,Tienda 3,55600.0
Cubertería,Artículos para el hogar,33800.0,0.0,2020-12-08,Beatriz Morales,Cartagena,5,Tarjeta de crédito,1,10.39972,-75.51444,Tienda 3,33800.0
Vaso térmico,Deportes y diversión,27100.0,0.0,2022-03-29,Santiago Silva,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 3,27100.0
Dinosaurio Rex,Juguetes,13900.0,0.0,2023-03-17,Juliana Costa,Cali,4,Tarjeta de crédito,2,3.43722,-76.5225,Tienda 3,13900.0
Impresora,Electrónicos,227300.0,10300.0,2022-08-05,Mariana Herrera,Leticia,3,Tarjeta de crédito,10,-4.21528,-69.94056,Tienda 3,217000.0
Balón de voleibol,Deportes y diversión,52700.0,1000.0,2021-02-04,Santiago Silva,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,51700.0
Kit de bancas,Muebles,229000.0,12900.0,2020-10-29,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,216100.0
Asistente virtual,Electrónicos,180000.0,10000.0,2020-06-22,Santiago Silva,Bogotá,1,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 3,170000.0
Modelado predictivo,Libros,79400.0,4600.0,2021-12-14,Felipe Santos,Barranquilla,1,Tarjeta de débito,1,10.96854,-74.78132,Tienda 3,74800.0
Dashboards con Power BI,Libros,34400.0,0.0,2023-03-06,Pedro Gomez,Medellín,2,Tarjeta de crédito,7,6.25184,-75.56359,Tienda 3,34400.0
Sofá reclinable,Muebles,673600.0,34100.0,2023-02-09,Juan Fernandez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,639500.0
Armario,Muebles,488200.0,26400.0,2020-10-06,Rafael Acosta,Bucaramanga,4,Tarjeta de crédito,2,7.12539,-73.1198,Tienda 3,461800.0
Iphone 15,Electrónicos,2486100.0,130600.0,2021-05-13,Rafael Acosta,Neiva,5,Tarjeta de crédito,3,2.9273,-75.28189,Tienda 3,2355500.0
Set de ollas,Artículos para el hogar,113200.0,6400.0,2023-03-26,Camila Rivera,Medellín,3,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 3,106800.0
Auriculares con micrófono,Electrónicos,157800.0,6600.0,2023-03-10,Juliana Costa,Cali,4,Tarjeta de crédito,10,3.43722,-76.5225,Tienda 3,151200.0
Cama box,Muebles,450900.0,22200.0,2021-01-05,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,428700.0
Estufa,Electrodomésticos,942100.0,56000.0,2020-08-19,Maria Alfonso,Leticia,5,Tarjeta de crédito,4,-4.21528,-69.94056,Tienda 3,886100.0
Dashboards con Power BI,Libros,29400.0,0.0,2020-01-28,Lucas Olivera,Pereira,5,Tarjeta de crédito,6,4.81333,-75.69611,Tienda 3,29400.0
Olla de presión,Artículos para el hogar,75100.0,4200.0,2020-04-08,Maria Alfonso,Armenia,5,Tarjeta de crédito,4,4.53389,-75.68111,Tienda 3,70900.0
Modelado predictivo,Libros,52100.0,3000.0,2021-06-22,Izabela de León,Cartagena,3,Tarjeta de crédito,1,10.39972,-75.51444,Tienda 3,49100.0
Set de vasos,Artículos para el hogar,22900.0,1400.0,2021-02-13,Santiago Silva,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,21500.0
Bicicleta,Deportes y diversión,549700.0,27500.0,2022-04-08,Juliana Costa,Cali,4,Tarjeta de crédito,4,3.43722,-76.5225,Tienda 3,522200.0
Armario,Muebles,483100.0,25900.0,2020-11-24,Pedro Gomez,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 3,457200.0
Modelado predictivo,Libros,71400.0,9900.0,2020-10-23,Juan Fernandez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,61500.0
Impresora,Electrónicos,233500.0,12600.0,2022-04-28,Camila Rivera,Pereira,5,Nequi,1,4.81333,-75.69611,Tienda 3,220900.0
Smartwatch,Electrónicos,123200.0,7200.0,2021-01-11,Blanca Ramirez,Cúcuta,1,Tarjeta de crédito,1,7.89391,-72.50782,Tienda 3,116000.0
Guitarra eléctrica,Instrumentos musicales,872600.0,47100.0,2021-02-21,Beatriz Morales,Barranquilla,3,Tarjeta de crédito,4,10.96854,-74.78132,Tienda 3,825500.0
Muñeca bebé,Juguetes,54700.0,5300.0,2022-06-26,Maria Alfonso,Cali,3,Tarjeta de crédito,6,3.43722,-76.5225,Tienda 3,49400.0
Impresora,Electrónicos,226700.0,12300.0,2022-11-09,Beatriz Morales,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,214400.0
Batería,Instrumentos musicales,514900.0,25600.0,2022-11-06,Beatriz Morales,Bogotá,4,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,489300.0
Cama king,Muebles,880800.0,47100.0,2020-04-21,Izabela de León,Bogotá,4,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 3,833700.0
Balón de voleibol,Deportes y diversión,43200.0,3500.0,2022-12-17,Beatriz Morales,Pereira,1,Tarjeta de crédito,2,4.81333,-75.69611,Tienda 3,39700.0
Iniciando en programación,Libros,41200.0,2600.0,2022-06-28,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 3,38600.0
Kit de bancas,Muebles,267200.0,12400.0,2020-07-19,Maria Alfonso,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,254800.0
Impresora,Electrónicos,226300.0,14400.0,2022-01-25,Lucas Olivera,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,211900.0
Microondas,Electrodomésticos,694100.0,35100.0,2020-06-10,Izabela de León,Medellín,1,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 3,659000.0
Celular ABXY,Electrónicos,682800.0,34500.0,2020-12-17,Juan Fernandez,Pasto,1,Cupón,1,1.21361,-77.28111,Tienda 3,648300.0
Cubo mágico 8x8,Juguetes,16300.0,0.0,2020-09-05,Felipe Santos,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,16300.0
Celular ABXY,Electrónicos,813200.0,43700.0,2020-02-14,Santiago Silva,Medellín,5,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 3,769500.0
Armario,Muebles,467700.0,23100.0,2020-03-25,Juliana Costa,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 3,444600.0
Mochila,Deportes y diversión,106900.0,6100.0,2022-06-16,Felipe Santos,Bucaramanga,5,Tarjeta de crédito,4,7.12539,-73.1198,Tienda 3,100800.0
Impresora,Electrónicos,279600.0,13100.0,2020-11-10,Ángel Rodriguez,Barranquilla,5,Tarjeta de crédito,4,10.96854,-74.78132,Tienda 3,266500.0
Microondas,Electrodomésticos,782000.0,44000.0,2022-04-03,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 3,738000.0
Impresora,Electrónicos,306000.0,16700.0,2022-01-19,Ángel Rodriguez,Medellín,5,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 3,289300.0
Muñeca bebé,Juguetes,59600.0,7900.0,2023-01-27,Camila Rivera,Bogotá,2,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,51700.0
Cama box,Muebles,734700.0,39500.0,2020-07-09,Beatriz Morales,Neiva,1,Tarjeta de crédito,10,2.9273,-75.28189,Tienda 3,695200.0
Lavadora de ropa,Electrodomésticos,1466600.0,76300.0,2021-09-24,Santiago Silva,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 3,1390300.0
Mesa de comedor,Muebles,166500.0,9100.0,2020-08-22,Felipe Santos,Manizales,3,Nequi,1,5.06889,-75.51738,Tienda 3,157400.0
Dinosaurio Rex,Juguetes,19100.0,0.0,2020-11-30,Izabela de León,Cali,3,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 3,19100.0
Juego de mesa,Juguetes,250600.0,13600.0,2023-01-03,Camila Rivera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,237000.0
Cubertería,Artículos para el hogar,41400.0,0.0,2022-09-03,Mariana Herrera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,41400.0
Auriculares con micrófono,Electrónicos,144700.0,11100.0,2021-06-27,Felipe Santos,Cali,4,Cupón,1,3.43722,-76.5225,Tienda 3,133600.0
Iniciando en programación,Libros,57400.0,3500.0,2021-10-28,Pedro Gomez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,53900.0
Armario,Muebles,483600.0,26100.0,2023-01-14,Mariana Herrera,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 3,457500.0
Celular ABXY,Electrónicos,929600.0,54300.0,2021-11-07,Lucas Olivera,Leticia,1,Tarjeta de crédito,1,-4.21528,-69.94056,Tienda 3,875300.0
Impresora,Electrónicos,316400.0,17200.0,2020-10-07,Pedro Gomez,Bogotá,4,Tarjeta de crédito,5,4.60971,-74.08175,Tienda 3,299200.0
Cama king,Muebles,551000.0,31700.0,2020-04-15,Felipe Santos,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,519300.0
Mesa de centro,Muebles,146800.0,8200.0,2022-09-06,Beatriz Morales,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 3,138600.0
Pandereta,Instrumentos musicales,96300.0,5800.0,2023-02-08,Mariana Herrera,Bogotá,4,Tarjeta de crédito,8,4.60971,-74.08175,Tienda 3,90500.0
Iniciando en programación,Libros,47000.0,2900.0,2022-11-19,Camila Rivera,Pereira,3,Tarjeta de crédito,1,4.81333,-75.69611,Tienda 3,44100.0
Guitarra acústica,Instrumentos musicales,237600.0,12900.0,2022-01-01,Pedro Gomez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,224700.0
Bloques de construcción,Juguetes,34700.0,0.0,2021-11-19,Blanca Ramirez,Medellín,4,Tarjeta de crédito,6,6.25184,-75.56359,Tienda 3,34700.0
Olla de presión,Artículos para el hogar,76900.0,4600.0,2022-06-11,Beatriz Morales,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,72300.0
Mesa de comedor,Muebles,335200.0,16000.0,2022-11-17,Izabela de León,Cali,4,Nequi,1,3.43722,-76.5225,Tienda 3,319200.0
Muñeca bebé,Juguetes,51200.0,900.0,2020-07-12,Juan Fernandez,Medellín,5,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 3,50300.0
Guitarra acústica,Instrumentos musicales,246300.0,13500.0,2022-03-05,Juan Fernandez,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 3,232800.0
Kit de bancas,Muebles,326700.0,17600.0,2020-01-12,Santiago Silva,Pereira,5,Nequi,1,4.81333,-75.69611,Tienda 3,309100.0
TV LED UHD 4K,Electrónicos,1957000.0,104900.0,2021-01-09,Rafael Acosta,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,1852100.0
Ajedrez de madera,Juguetes,36000.0,0.0,2022-06-05,Santiago Silva,Bucaramanga,4,Nequi,1,7.12539,-73.1198,Tienda 3,36000.0
Celular ABXY,Electrónicos,1051700.0,56200.0,2020-05-12,Juliana Costa,Pereira,5,Tarjeta de crédito,1,4.81333,-75.69611,Tienda 3,995500.0
Smartwatch,Electrónicos,131100.0,7600.0,2020-03-23,Santiago Silva,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,123500.0
Smartwatch,Electrónicos,130400.0,5100.0,2022-03-25,Felipe Santos,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 3,125300.0
Auriculares,Electrónicos,77900.0,4400.0,2020-12-27,Mariana Herrera,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 3,73500.0
Modelado predictivo,Libros,54400.0,3100.0,2022-04-17,Felipe Santos,Medellín,3,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 3,51300.0
Ciencia de datos con Python,Libros,63100.0,3800.0,2022-02-23,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 3,59300.0
Carrito de control remoto,Juguetes,54000.0,8700.0,2020-09-22,Juliana Costa,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 3,45300.0
Cuerda para saltar,Deportes y diversión,11200.0,1000.0,2023-01-23,Lucas Olivera,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,10200.0
Microondas,Electrodomésticos,580200.0,31300.0,2020-02-17,Camila Rivera,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 3,548900.0
Celular ABXY,Electrónicos,1332000.0,69100.0,2021-05-28,Juan Fernandez,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 3,1262900.0
TV LED UHD 4K,Electrónicos,1944800.0,104000.0,2020-11-22,Juliana Costa,Bucaramanga,4,Nequi,1,7.12539,-73.1198,Tienda 3,1840800.0
Balón de voleibol,Deportes y diversión,39600.0,2600.0,2022-09-15,Pedro Gomez,Medellín,4,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 3,37000.0
Bicicleta,Deportes y diversión,637800.0,32200.0,2022-08-07,Juan Fernandez,Soacha,1,Tarjeta de crédito,1,4.57937,-74.21682,Tienda 3,605600.0
Dashboards con Power BI,Libros,35300.0,2100.0,2022-05-05,Ángel Rodriguez,Bucaramanga,5,Tarjeta de crédito,1,7.12539,-73.1198,Tienda 3,33200.0
Armario,Muebles,492900.0,24400.0,2020-03-18,Mariana Herrera,Cúcuta,5,Nequi,1,7.89391,-72.50782,Tienda 3,468500.0
Balón de baloncesto,Deportes y diversión,61600.0,3500.0,2020-10-17,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 3,58100.0
Mochila,Deportes y diversión,98300.0,3400.0,2022-06-15,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 3,94900.0
Mesa de noche,Muebles,315800.0,15000.0,2021-12-18,Blanca Ramirez,Medellín,3,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 3,300800.0
Guitarra acústica,Instrumentos musicales,412700.0,22200.0,2020-10-13,Santiago Silva,Bogotá,4,Tarjeta de crédito,7,4.60971,-74.08175,Tienda 3,390500.0
Lavavajillas,Electrodomésticos,1024000.0,54700.0,2021-08-21,Izabela de León,Cúcuta,5,Tarjeta de crédito,3,7.89391,-72.50782,Tienda 3,969300.0
Bicicleta,Deportes y diversión,671600.0,43600.0,2021-11-14,Izabela de León,Bogotá,4,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 3,628000.0
Dashboards con Power BI,Libros,29300.0,1800.0,2021-04-24,Santiago Silva,Medellín,4,Tarjeta de crédito,6,6.25184,-75.56359,Tienda 3,27500.0
Secadora de ropa,Electrodomésticos,1378400.0,73600.0,2021-12-02,Beatriz Morales,Cali,1,Tarjeta de crédito,10,3.43722,-76.5225,Tienda 3,1304800.0
Silla de oficina,Muebles,269700.0,12500.0,2020-02-28,Santiago Silva,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 3,257200.0
Balón de baloncesto,Deportes y diversión,48400.0,2800.0,2022-09-23,Pedro Gomez,Cartagena,5,Tarjeta de crédito,1,10.39972,-75.51444,Tienda 3,45600.0
Auriculares con micrófono,Electrónicos,75200.0,4500.0,2021-04-16,Maria Alfonso,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 3,70700.0
Carrito de control remoto,Juguetes,73800.0,4400.0,2021-10-23,Santiago Silva,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 3,69400.0
Ajedrez de madera,Juguetes,37100.0,2400.0,2021-03-15,Ángel Rodriguez,Medellín,4,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 3,34700.0
Bicicleta,Deportes y diversión,696100.0,35300.0,2022-08-01,Izabela de León,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,660800.0
Cuerda para saltar,Deportes y diversión,8100.0,800.0,2020-05-16,Juliana Costa,Bogotá,4,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 3,7300.0
Estufa,Electrodomésticos,880500.0,54800.0,2022-10-21,Camila Rivera,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 3,825700.0
Mesa de noche,Muebles,254400.0,11700.0,2020-04-07,Mariana Herrera,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,242700.0
Cama king,Muebles,767000.0,45500.0,2022-05-02,Beatriz Morales,Medellín,2,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 3,721500.0
Vaso térmico,Deportes y diversión,39800.0,2300.0,2022-09-17,Izabela de León,Cartagena,4,Tarjeta de crédito,2,10.39972,-75.51444,Tienda 3,37500.0
Iniciando en programación,Libros,42900.0,3300.0,2021-11-21,Mariana Herrera,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 3,39600.0
Secadora de ropa,Electrodomésticos,854700.0,47900.0,2022-03-17,Santiago Silva,Cartagena,5,Tarjeta de crédito,1,10.39972,-75.51444,Tienda 3,806800.0
Balón de baloncesto,Deportes y diversión,39700.0,2300.0,2023-01-22,Pedro Gomez,Bogotá,4,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 3,37400.0
Cuerda para saltar,Deportes y diversión,8200.0,1100.0,2022-02-10,Pedro Gomez,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 3,7100.0
Cama king,Muebles,548000.0,29400.0,2022-06-25,Juliana Costa,Riohacha,5,Tarjeta de crédito,3,11.54444,-72.90722,Tienda 3,518600.0
Pandereta,Instrumentos musicales,88400.0,2900.0,2023-02-18,Pedro Gomez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,85500.0
Guitarra eléctrica,Instrumentos musicales,672600.0,34000.0,2022-01-06,Felipe Santos,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 3,638600.0
Batería,Instrumentos musicales,861700.0,46300.0,2021-02-07,Maria Alfonso,Pereira,1,Tarjeta de crédito,7,4.81333,-75.69611,Tienda 3,815400.0
Refrigerador,Electrodomésticos,1833200.0,98000.0,2022-08-09,Maria Alfonso,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,1735200.0
Balón de voleibol,Deportes y diversión,52700.0,1000.0,2020-09-17,Rafael Acosta,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 3,51700.0
Tablet ABXY,Electrónicos,1642900.0,85700.0,2021-11-24,Rafael Acosta,Medellín,4,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 3,1557200.0
Ajedrez de madera,Juguetes,23900.0,3600.0,2020-11-13,Blanca Ramirez,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 3,20300.0
Sofá reclinable,Muebles,678500.0,36500.0,2020-03-07,Lucas Olivera,Bogotá,2,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 3,642000.0
Armario,Muebles,495500.0,24600.0,2021-12-03,Maria Alfonso,Cali,4,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 3,470900.0
Pandereta,Instrumentos musicales,59100.0,1300.0,2021-04-03,Juan Fernandez,Cali,5,Tarjeta de crédito,4,3.43722,-76.5225,Tienda 3,57800.0
Sofá reclinable,Muebles,741300.0,44200.0,2020-09-06,Juan Fernandez,Leticia,5,Tarjeta de crédito,5,-4.21528,-69.94056,Tienda 3,697100.0
Batería,Instrumentos musicales,961200.0,49400.0,2023-02-18,Blanca Ramirez,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359,Tienda 3,911800.0
Vaso térmico,Deportes y diversión,53400.0,1000.0,2022-05-18,Rafael Acosta,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,52400.0
Mesa de centro,Muebles,133000.0,7500.0,2020-09-02,Izabela de León,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,125500.0
Asistente virtual,Electrónicos,203900.0,9000.0,2021-12-05,Camila Rivera,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 3,194900.0
Iphone 15,Electrónicos,2354500.0,125600.0,2022-02-24,Lucas Olivera,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 3,2228900.0
Pandereta,Instrumentos musicales,43800.0,3000.0,2023-01-20,Camila Rivera,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 3,40800.0
Cuerda para saltar,Deportes y diversión,15900.0,5600.0,2020-04-29,Maria Alfonso,Pereira,5,Nequi,1,4.81333,-75.69611,Tienda 3,10300.0
